43,00130201,高等数学 (B) (一),数学科学学院,专业必修,3,5,1-16,星期二(第1节-第2节)；星期五(第3节-第4节),杨建生,
44,00130201,高等数学 (B) (一),数学科学学院,专业必修,4,5,1-16,星期二(第1节-第2节)；星期五(第3节-第4节),刘建明,
45,00130201,高等数学 (B) (一),数学科学学院,专业必修,5,5,1-16,星期二(第1节-第2节)；星期五(第3节-第4节),唐林,
46,00130201,高等数学 (B) (一),数学科学学院,专业必修,6,5,1-16,星期二(第3节-第4节)；星期五(第1节-第2节),李东风,
47,00130201,高等数学 (B) (一),数学科学学院,专业必修,7,5,1-16,星期二(第3节-第4节)；星期五(第1节-第2节),杨文元,
48,00130201,高等数学 (B) (一),数学科学学院,专业必修,8,5,1-16,星期一(第10节-第11节)；星期三(第10节-第11节),安冬,
49,00130211,高等数学 (B) (一)习题课,数学科学学院,专业必修,2,0,1-16,星期二(第10节-第11节),楚健春,
50,00130211,高等数学 (B) (一)习题课,数学科学学院,专业必修,4,0,1-16,星期二(第10节-第11节),柳彬,
51,00130211,高等数学 (B) (一)习题课,数学科学学院,专业必修,11,0,1-16,星期二(第10节-第11节),刘建明,
52,00130211,高等数学 (B) (一)习题课,数学科学学院,专业必修,16,0,1-16,星期二(第10节-第11节),李东风,
53,00130211,高等数学 (B) (一)习题课,数学科学学院,专业必修,19,0,1-16,星期二(第10节-第11节),杨文元,
54,00130211,高等数学 (B) (一)习题课,数学科学学院,专业必修,20,0,1-16,星期二(第10节-第11节),杨文元,
55,00130211,高等数学 (B) (一)习题课,数学科学学院,专业必修,21,0,1-16,星期二(第10节-第11节),杨文元,
56,00130211,高等数学 (B) (一)习题课,数学科学学院,专业必修,23,0,1-16,星期二(第10节-第11节),安冬,
57,00130211,高等数学 (B) (一)习题课,数学科学学院,专业必修,24,0,1-16,星期二(第10节-第11节),安冬,
58,00130211,高等数学 (B) (一)习题课,数学科学学院,专业必修,1,0,1-16,星期二(第10节-第11节),楚健春,
59,00130211,高等数学 (B) (一)习题课,数学科学学院,专业必修,3,0,1-16,星期二(第10节-第11节),楚健春,
60,00130211,高等数学 (B) (一)习题课,数学科学学院,专业必修,8,0,1-16,星期二(第10节-第11节),杨建生,
61,00130211,高等数学 (B) (一)习题课,数学科学学院,专业必修,10,0,1-16,星期二(第10节-第11节),刘建明,
62,00130211,高等数学 (B) (一)习题课,数学科学学院,专业必修,12,0,1-16,星期二(第10节-第11节),刘建明,
63,00130211,高等数学 (B) (一)习题课,数学科学学院,专业必修,13,0,1-16,星期二(第10节-第11节),唐林,
64,00130211,高等数学 (B) (一)习题课,数学科学学院,专业必修,14,0,1-16,星期二(第10节-第11节),唐林,
65,00130211,高等数学 (B) (一)习题课,数学科学学院,专业必修,15,0,1-16,星期二(第10节-第11节),唐林,
66,00130211,高等数学 (B) (一)习题课,数学科学学院,专业必修,17,0,1-16,星期二(第10节-第11节),李东风,
67,00130211,高等数学 (B) (一)习题课,数学科学学院,专业必修,22,0,1-16,星期二(第10节-第11节),安冬,
68,00130211,高等数学 (B) (一)习题课,数学科学学院,专业必修,5,0,1-16,星期二(第10节-第11节),柳彬,
69,00130211,高等数学 (B) (一)习题课,数学科学学院,专业必修,7,0,1-16,星期二(第10节-第11节),杨建生,
70,00130211,高等数学 (B) (一)习题课,数学科学学院,专业必修,9,0,1-16,星期二(第10节-第11节),杨建生,
71,00130211,高等数学 (B) (一)习题课,数学科学学院,专业必修,18,0,1-16,星期二(第10节-第11节),李东风,
72,00130211,高等数学 (B) (一)习题课,数学科学学院,专业必修,6,0,1-16,星期二(第10节-第11节),柳彬,
73,00130280,计算方法(B),数学科学学院,专业必修,1,3,1-16,星期二(第3节-第4节)(单)；星期四(第3节-第4节),张磊,
74,00130280,计算方法(B),信息科学技术学院,专业任选,2,3,1-16,星期一(第3节-第4节)；星期四(第5节-第6节)(单),裴玉茹,
75,00130310,线性代数 (C),数学科学学院,专业必修,1,3,1-16,星期一(第3节-第4节)；星期三(第1节-第2节)(单),周健,
76,00130550,数值代数,数学科学学院,专业任选,1,3,1-16,星期一(第7节-第8节)(单)；星期三(第3节-第4节),胡俊,
77,00130630,最优化方法,数学科学学院,专业任选,1,3,1-16,星期一(第1节-第2节)；星期四(第1节-第2节)(单),文再文,
78,00130730,数理逻辑,数学科学学院,专业任选,1,3,1-16,星期一(第7节-第9节),林作铨,
79,00130990,非寿险精算,数学科学学院,专业任选,1,3,1-16,星期一(第5节-第6节)；星期四(第1节-第2节)(双),杨静平,
80,00131100,金融时间序列分析,数学科学学院,专业限选,1,3,1-16,星期一(第1节-第2节)；星期四(第5节-第6节)(双),李东风,
81,00131300,概率论,数学科学学院,专业必修,1,3,1-16,星期二(第3节-第4节)(双)；星期四(第1节-第2节),任艳霞,
82,00131300,概率论,数学科学学院,专业必修,2,3,1-16,星期二(第3节-第4节)(双)；星期四(第1节-第2节),章复熹,
83,00131300,概率论,国家发展研究院,专业必修,3,3,1-16,星期二(第7节-第8节)；星期四(第7节-第8节)(单),李秋月,
84,00131300,概率论,国家发展研究院,专业必修,4,3,1-16,星期四(第7节-第8节)(双),李秋月,3班习题课
85,00131421,高等数学C (一),数学科学学院,专业必修,1,4,1-16,星期二(第1节-第2节)；星期四(第3节-第4节),蒙在照,
86,00131421,高等数学C (一),数学科学学院,专业必修,2,4,1-16,星期二(第1节-第2节)；星期四(第3节-第4节),王正栋,
87,00131421,高等数学C (一),数学科学学院,专业必修,3,4,1-16,星期二(第1节-第2节)；星期四(第3节-第4节),关启安,
88,00131421,高等数学C (一),数学科学学院,专业必修,4,4,1-16,星期一(第1节-第2节)；星期四(第3节-第4节),,
89,00131421,高等数学C (一),数学科学学院,专业必修,5,4,1-16,星期二(第1节-第2节)；星期四(第3节-第4节),汤华中,
90,00131421,高等数学C (一),数学科学学院,专业必修,6,4,1-16,星期二(第1节-第2节)；星期四(第3节-第4节),王振富,
91,00131460,线性代数 (B),数学科学学院,专业必修,1,4,1-16,星期一(第3节-第4节)；星期三(第1节-第2节),刘旭峰,
92,00131460,线性代数 (B),数学科学学院,专业必修,2,4,1-16,星期一(第3节-第4节)；星期三(第1节-第2节),章复熹,
93,00131460,线性代数 (B),数学科学学院,专业必修,3,4,1-16,星期一(第3节-第4节)；星期三(第1节-第2节),蔡金星,
94,00131460,线性代数 (B),数学科学学院,专业必修,4,4,1-16,星期一(第3节-第4节)；星期三(第1节-第2节),向圣权,
95,00131460,线性代数 (B),数学科学学院,专业必修,5,4,1-16,星期一(第3节-第4节)；星期三(第1节-第2节),李谷川,
96,00131460,线性代数 (B),数学科学学院,专业必修,6,4,1-16,星期一(第3节-第4节)；星期三(第1节-第2节),葛灵睿,
97,00131470,线性代数 (B)习题,数学科学学院,专业必修,10,0,1-16,星期一(第10节-第11节)(双),向圣权,
98,00131470,线性代数 (B)习题,数学科学学院,专业必修,14,0,1-16,星期一(第10节-第11节)(双),李谷川,
99,00131470,线性代数 (B)习题,数学科学学院,专业必修,15,0,1-16,星期一(第10节-第11节)(双),李谷川,
100,00131470,线性代数 (B)习题,数学科学学院,专业必修,4,0,1-16,星期一(第10节-第11节)(双),章复熹,
101,00131470,线性代数 (B)习题,数学科学学院,专业必修,11,0,1-16,星期一(第10节-第11节)(双),向圣权,
102,00131470,线性代数 (B)习题,数学科学学院,专业必修,16,0,1-16,星期一(第10节-第11节)(双),葛灵睿,
103,00131470,线性代数 (B)习题,数学科学学院,专业必修,17,0,1-16,星期一(第10节-第11节)(双),葛灵睿,
104,00131470,线性代数 (B)习题,数学科学学院,专业必修,1,0,1-16,星期一(第10节-第11节)(双),刘旭峰,
105,00131470,线性代数 (B)习题,数学科学学院,专业必修,2,0,1-16,星期一(第10节-第11节)(双),刘旭峰,
106,00131470,线性代数 (B)习题,数学科学学院,专业必修,3,0,1-16,星期一(第10节-第11节)(双),刘旭峰,
107,00131470,线性代数 (B)习题,数学科学学院,专业必修,5,0,1-16,星期一(第10节-第11节)(双),章复熹,
108,00131470,线性代数 (B)习题,数学科学学院,专业必修,6,0,1-16,星期一(第10节-第11节)(双),章复熹,
109,00131470,线性代数 (B)习题,数学科学学院,专业必修,8,0,1-16,星期一(第10节-第11节)(双),蔡金星,
110,00131470,线性代数 (B)习题,数学科学学院,专业必修,9,0,1-16,星期一(第10节-第11节)(双),蔡金星,
111,00131470,线性代数 (B)习题,数学科学学院,专业必修,12,0,1-16,星期一(第10节-第11节)(双),向圣权,
112,00131470,线性代数 (B)习题,数学科学学院,专业必修,13,0,1-16,星期一(第10节-第11节)(双),李谷川,
113,00131470,线性代数 (B)习题,数学科学学院,专业必修,18,0,1-16,星期一(第10节-第11节)(双),葛灵睿,
114,00131470,线性代数 (B)习题,数学科学学院,专业必修,7,0,1-16,星期一(第10节-第11节)(双),蔡金星,
115,00131810,线性代数 D,数学科学学院,专业必修,1,3,1-16,星期一(第3节-第4节)；星期三(第3节-第4节)(单),甘锐,
116,00131960,高等数学（D类基础）,数学科学学院,专业必修,1,4,1-16,星期二(第1节-第2节)；星期四(第3节-第4节),宋春伟,
117,00131970,高等数学（D类基础）习题课,数学科学学院,专业必修,1,0,1-16,星期二(第10节-第11节)(双),宋春伟,
118,00131970,高等数学（D类基础）习题课,数学科学学院,专业必修,2,0,1-16,星期二(第10节-第11节)(双),宋春伟,
119,00132301,数学分析（I）,数学科学学院,专业必修,2,5,1-16,星期一(第3节-第4节)；星期三(第1节-第2节),童嘉骏,
120,00132301,数学分析（I）,数学科学学院,专业必修,3,5,1-16,星期一(第3节-第4节)；星期三(第1节-第2节),杨家忠,
121,00132301,数学分析（I）,数学科学学院,专业必修,1,5,1-16,星期一(第3节-第4节)；星期三(第1节-第2节),王冠香,
122,00132304,数学分析 (III),数学科学学院,专业必修,1,4,1-16,星期一(第3节-第4节)；星期三(第1节-第2节),甘少波,
123,00132304,数学分析 (III),数学科学学院,专业必修,2,4,1-16,星期一(第3节-第4节)；星期三(第1节-第2节),李伟固,
124,00132304,数学分析 (III),数学科学学院,专业必修,3,4,1-16,星期一(第3节-第4节)；星期三(第1节-第2节),蒋美跃,
125,00132310,微分几何,数学科学学院,专业任选,1,3,1-16,星期一(第7节-第8节)(单)；星期二(第5节-第6节),马翔,
126,00132311,数学分析 (I)习题,数学科学学院,专业必修,10,0,1-16,星期一(第10节-第11节),周斌,
127,00132311,数学分析 (I)习题,工学院,专业必修,13,0,1-16,星期二(第10节-第11节),梅文俊,
128,00132311,数学分析 (I)习题,数学科学学院,专业必修,2,0,1-16,星期一(第10节-第11节),王冠香,
129,00132311,数学分析 (I)习题,数学科学学院,专业必修,3,0,1-16,星期一(第10节-第11节),王冠香,
130,00132311,数学分析 (I)习题,数学科学学院,专业必修,4,0,1-16,星期一(第10节-第11节),童嘉骏,
131,00132311,数学分析 (I)习题,数学科学学院,专业必修,11,0,1-16,星期一(第10节-第11节),周斌,
132,00132311,数学分析 (I)习题,工学院,专业必修,14,0,1-16,星期二(第10节-第11节),梅文俊,
133,00132311,数学分析 (I)习题,工学院,专业必修,16,0,1-16,星期二(第10节-第11节),王圣凯,
134,00132311,数学分析 (I)习题,工学院,专业必修,17,0,1-16,星期二(第10节-第11节),王圣凯,
135,00132311,数学分析 (I)习题,数学科学学院,专业必修,1,0,1-16,星期一(第10节-第11节),王冠香,
136,00132311,数学分析 (I)习题,数学科学学院,专业必修,5,0,1-16,星期一(第10节-第11节),童嘉骏,
137,00132311,数学分析 (I)习题,数学科学学院,专业必修,6,0,1-16,星期一(第10节-第11节),童嘉骏,
138,00132311,数学分析 (I)习题,数学科学学院,专业必修,7,0,1-16,星期一(第10节-第11节),杨家忠,
139,00132311,数学分析 (I)习题,数学科学学院,专业必修,8,0,1-16,星期一(第10节-第11节),杨家忠,
140,00132311,数学分析 (I)习题,数学科学学院,专业必修,9,0,1-16,星期一(第10节-第11节),杨家忠,
141,00132311,数学分析 (I)习题,工学院,专业必修,12,0,1-16,星期二(第10节-第11节),梅文俊,
142,00132311,数学分析 (I)习题,工学院,专业必修,15,0,1-16,星期二(第10节-第11节),王圣凯,
143,00132313,数学分析 (III)习题,数学科学学院,专业必修,10,0,1-16,星期四(第10节-第11节)(双),杨诗武,
144,00132313,数学分析 (III)习题,数学科学学院,专业必修,11,0,1-16,星期四(第10节-第11节)(双),杨诗武,
145,00132313,数学分析 (III)习题,数学科学学院,专业必修,1,0,1-16,星期四(第10节-第11节)(双),甘少波,
146,00132313,数学分析 (III)习题,数学科学学院,专业必修,2,0,1-16,星期四(第10节-第11节)(双),甘少波,
147,00132313,数学分析 (III)习题,数学科学学院,专业必修,3,0,1-16,星期四(第10节-第11节)(双),甘少波,
148,00132313,数学分析 (III)习题,数学科学学院,专业必修,4,0,1-16,星期四(第10节-第11节)(双),李伟固,
149,00132313,数学分析 (III)习题,数学科学学院,专业必修,8,0,1-16,星期四(第10节-第11节)(双),蒋美跃,
150,00132313,数学分析 (III)习题,数学科学学院,专业必修,9,0,1-16,星期四(第10节-第11节)(双),蒋美跃,
151,00132313,数学分析 (III)习题,数学科学学院,专业必修,5,0,1-16,星期四(第10节-第11节)(双),李伟固,
152,00132313,数学分析 (III)习题,数学科学学院,专业必修,6,0,1-16,星期四(第10节-第11节)(双),李伟固,
153,00132313,数学分析 (III)习题,数学科学学院,专业必修,7,0,1-16,星期四(第10节-第11节)(双),蒋美跃,
154,00132320,复变函数,数学科学学院,专业必修,1,3,1-16,星期二(第5节-第6节)；星期四(第5节-第6节)(单),郭帅,
155,00132321,高等代数（I）,数学科学学院,专业必修,1,5,1-16,星期二(第3节-第4节)；星期四(第1节-第2节),王立中,
156,00132321,高等代数（I）,数学科学学院,专业必修,2,5,1-16,星期二(第3节-第4节)；星期四(第1节-第2节),王福正,
157,00132321,高等代数（I）,数学科学学院,专业必修,3,5,1-16,星期二(第3节-第4节)；星期四(第1节-第2节),周健,
158,00132330,偏微分方程,数学科学学院,专业任选,1,3,1-16,星期四(第5节-第6节)；星期五(第3节-第4节)(单),周蜀林,
159,00132331,高等代数（I）习题,数学科学学院,专业必修,2,0,1-16,星期四(第10节-第11节),王立中,
160,00132331,高等代数（I）习题,数学科学学院,专业必修,3,0,1-16,星期四(第10节-第11节),王立中,
161,00132331,高等代数（I）习题,数学科学学院,专业必修,10,0,1-16,星期四(第10节-第11节),安金鹏,
162,00132331,高等代数（I）习题,数学科学学院,专业必修,11,0,1-16,星期四(第10节-第11节),安金鹏,
163,00132331,高等代数（I）习题,数学科学学院,专业必修,1,0,1-16,星期四(第10节-第11节),王立中,
164,00132331,高等代数（I）习题,数学科学学院,专业必修,4,0,1-16,星期四(第10节-第11节),王福正,
165,00132331,高等代数（I）习题,数学科学学院,专业必修,5,0,1-16,星期四(第10节-第11节),王福正,
166,00132331,高等代数（I）习题,数学科学学院,专业必修,6,0,1-16,星期四(第10节-第11节),王福正,
167,00132331,高等代数（I）习题,数学科学学院,专业必修,7,0,1-16,星期四(第10节-第11节),周健,
168,00132331,高等代数（I）习题,数学科学学院,专业必修,8,0,1-16,星期四(第10节-第11节),周健,
169,00132331,高等代数（I）习题,数学科学学院,专业必修,9,0,1-16,星期四(第10节-第11节),周健,
170,00132341,几何学,数学科学学院,专业必修,1,5,1-16,星期三(第3节-第4节)；星期五(第1节-第2节),马翔,
171,00132341,几何学,数学科学学院,专业必修,2,5,1-16,星期三(第3节-第4节)；星期五(第1节-第2节),包志强,
172,00132351,几何学习题,数学科学学院,专业必修,1,0,1-16,星期三(第10节-第11节),马翔,
173,00132351,几何学习题,数学科学学院,专业必修,2,0,1-16,星期三(第10节-第11节),马翔,
174,00132351,几何学习题,数学科学学院,专业必修,3,0,1-16,星期三(第10节-第11节),马翔,
175,00132351,几何学习题,数学科学学院,专业必修,4,0,1-16,星期三(第10节-第11节),包志强,
176,00132351,几何学习题,数学科学学院,专业必修,5,0,1-16,星期三(第10节-第11节),包志强,
177,00132351,几何学习题,数学科学学院,专业必修,6,0,1-16,星期三(第10节-第11节),包志强,
178,00132351,几何学习题,数学科学学院,专业必修,7,0,1-16,星期三(第10节-第11节),刘毅,
179,00132351,几何学习题,数学科学学院,专业必修,8,0,1-16,星期三(第10节-第11节),刘毅,
180,00132361,数学分析I(实验班),数学科学学院,专业必修,1,5,1-16,星期一(第3节-第4节)；星期三(第1节-第2节),周斌,
181,00132363,数学分析 III (实验班),数学科学学院,专业必修,1,4,1-16,星期一(第3节-第4节)；星期三(第1节-第2节),杨诗武,
182,00132370,实变函数,数学科学学院,专业任选,1,3,1-16,星期三(第7节-第8节)；星期五(第3节-第4节)(双),张栋,
183,00132370,实变函数,数学科学学院,专业任选,2,3,1-16,星期三(第7节-第8节)；星期五(第3节-第4节)(双),刘保平,
184,00132371,高等代数I（实验班）,数学科学学院,专业必修,1,5,1-16,星期二(第3节-第4节)；星期四(第1节-第2节),安金鹏,
185,00132380,概率统计 (B),数学科学学院,专业必修,1,3,1-16,星期三(第3节-第4节)(单)；星期五(第1节-第2节),刘力平,
186,00132380,概率统计 (B),数学科学学院,专业必修,2,3,1-16,星期二(第7节-第8节)(单)；星期四(第1节-第2节),邓明华,
187,00132381,几何学I(实验班),数学科学学院,专业必修,1,5,1-16,星期三(第3节-第4节)；星期五(第1节-第2节),刘毅,
188,00132511,高等数学A（一）,数学科学学院,专业必修,1,5,1-16,星期二(第1节-第2节)；星期四(第3节-第4节),周铁,
189,00132511,高等数学A（一）,数学科学学院,专业必修,2,5,1-16,星期二(第1节-第2节)；星期四(第3节-第4节),刘培东,
190,00132511,高等数学A（一）,数学科学学院,专业必修,3,5,1-16,星期二(第1节-第2节)；星期四(第3节-第4节),吴金彪,
191,00132511,高等数学A（一）,数学科学学院,专业必修,4,5,1-16,星期二(第1节-第2节)；星期四(第3节-第4节),束琳,
192,00132511,高等数学A（一）,数学科学学院,专业必修,5,5,1-16,星期二(第1节-第2节)；星期四(第3节-第4节),黄得,
193,00132511,高等数学A（一）,数学科学学院,专业必修,6,5,1-16,星期二(第1节-第2节)；星期四(第3节-第4节),戴波,
194,00132511,高等数学A（一）,数学科学学院,专业必修,7,5,1-16,星期二(第1节-第2节)；星期四(第3节-第4节),陈大岳,
195,00132611,线性代数A (I),数学科学学院,专业必修,1,4,1-16,星期一(第3节-第4节)；星期三(第1节-第2节),赵玉凤,
196,00132611,线性代数A (I),数学科学学院,专业必修,2,4,1-16,星期一(第3节-第4节)；星期三(第1节-第2节),丁一文,
197,00132611,线性代数A (I),数学科学学院,专业必修,3,4,1-16,星期一(第3节-第4节)；星期三(第1节-第2节),高峡,
198,00132711,高等数学A（一）习题,数学科学学院,专业必修,17,0,1-16,星期三(第10节-第11节),戴波,
199,00132711,高等数学A（一）习题,数学科学学院,专业必修,1,0,1-16,星期三(第10节-第11节),周铁,
200,00132711,高等数学A（一）习题,数学科学学院,专业必修,8,0,1-16,星期三(第10节-第11节),吴金彪,
201,00132711,高等数学A（一）习题,数学科学学院,专业必修,11,0,1-16,星期三(第10节-第11节),束琳,
202,00132711,高等数学A（一）习题,数学科学学院,专业必修,12,0,1-16,星期三(第10节-第11节),束琳,
203,00132711,高等数学A（一）习题,数学科学学院,专业必修,13,0,1-16,星期三(第10节-第11节),黄得,
204,00132711,高等数学A（一）习题,数学科学学院,专业必修,14,0,1-16,星期三(第10节-第11节),黄得,
205,00132711,高等数学A（一）习题,数学科学学院,专业必修,18,0,1-16,星期三(第10节-第11节),戴波,
206,00132711,高等数学A（一）习题,数学科学学院,专业必修,19,0,1-16,星期三(第10节-第11节),陈大岳,
207,00132711,高等数学A（一）习题,数学科学学院,专业必修,20,0,1-16,星期三(第10节-第11节),陈大岳,
208,00132711,高等数学A（一）习题,数学科学学院,专业必修,21,0,1-16,星期三(第10节-第11节),陈大岳,
209,00132711,高等数学A（一）习题,数学科学学院,专业必修,4,0,1-16,星期三(第10节-第11节),刘培东,
210,00132711,高等数学A（一）习题,数学科学学院,专业必修,9,0,1-16,星期三(第10节-第11节),吴金彪,
211,00132711,高等数学A（一）习题,数学科学学院,专业必修,10,0,1-16,星期三(第10节-第11节),束琳,
212,00132711,高等数学A（一）习题,数学科学学院,专业必修,15,0,1-16,星期三(第10节-第11节),黄得,
213,00132711,高等数学A（一）习题,数学科学学院,专业必修,16,0,1-16,星期三(第10节-第11节),戴波,
214,00132711,高等数学A（一）习题,数学科学学院,专业必修,2,0,1-16,星期三(第10节-第11节),周铁,
215,00132711,高等数学A（一）习题,数学科学学院,专业必修,3,0,1-16,星期三(第10节-第11节),周铁,
216,00132711,高等数学A（一）习题,数学科学学院,专业必修,5,0,1-16,星期三(第10节-第11节),刘培东,
217,00132711,高等数学A（一）习题,数学科学学院,专业必修,6,0,1-16,星期三(第10节-第11节),刘培东,
218,00132711,高等数学A（一）习题,数学科学学院,专业必修,7,0,1-16,星期三(第10节-第11节),吴金彪,
219,00132811,线性代数 A（ I ）习题,数学科学学院,专业必修,1,0,1-16,星期一(第10节-第11节)(单),赵玉凤,
220,00132811,线性代数 A（ I ）习题,数学科学学院,专业必修,6,0,1-16,星期一(第10节-第11节)(单),丁一文,
221,00132811,线性代数 A（ I ）习题,数学科学学院,专业必修,2,0,1-16,星期一(第10节-第11节)(单),赵玉凤,
222,00132811,线性代数 A（ I ）习题,数学科学学院,专业必修,3,0,1-16,星期一(第10节-第11节)(单),赵玉凤,
223,00132811,线性代数 A（ I ）习题,数学科学学院,专业必修,4,0,1-16,星期一(第10节-第11节)(单),丁一文,
224,00132811,线性代数 A（ I ）习题,数学科学学院,专业必修,5,0,1-16,星期一(第10节-第11节)(单),丁一文,
225,00132811,线性代数 A（ I ）习题,数学科学学院,专业必修,7,0,1-16,星期一(第10节-第11节)(单),高峡,
226,00132811,线性代数 A（ I ）习题,数学科学学院,专业必修,8,0,1-16,星期一(第10节-第11节)(单),高峡,
